customer_id,name,gender,age,grade,region,signup_date,income_level,credit_score,churn
151,정우진,M,58,Gold,제주,2023-09-04,High,813,0
152,임진우,F,63,Bronze,충청,2023-08-09,Low,493,0
153,권도윤,M,48,Gold,세종,2023-07-17,High,782,0
154,정주원,F,22,Gold,대구,2020-06-06,Medium,693,0
155,이은서,F,49,Silver,제주,2024-02-22,Low,535,0
156,강은서,F,52,Gold,서울,2022-07-11,High,807,0
157,강지호,M,22,Gold,세종,2022-06-18,Medium,650,0
158,조채원,F,63,Silver,제주,2023-07-16,Medium,615,1
159,이수빈,F,38,Silver,전라,2023-05-19,Low,578,1
160,강지아,F,28,Silver,경기,2021-09-26,Medium,685,0
161,강지우,M,61,Bronze,강원,2022-01-11,High,584,0
162,신다은,M,34,Bronze,인천,2020-06-07,Medium,661,0
163,장수빈,M,62,Silver,제주,2023-06-19,High,672,0
164,신은서,M,66,Silver,대전,2022-01-16,Medium,626,0
165,윤은서,F,68,Bronze,세종,2021-04-24,Low,453,0
166,권우진,F,63,Bronze,세종,2022-08-03,Low,577,0
167,장선우,F,30,Bronze,제주,2023-05-23,Medium,569,0
168,장하은,M,38,Gold,인천,2021-07-12,Medium,792,0
169,권채원,M,34,Bronze,광주,2020-02-24,Medium,539,0
170,이지유,M,21,Silver,경기,2024-09-14,Low,573,0
171,박지우,M,38,Bronze,세종,2023-11-26,Low,537,0
172,황지호,M,36,Gold,인천,2023-01-28,Low,630,0
173,조하은,F,35,Silver,서울,2021-05-03,Medium,677,0
174,황다은,M,60,Silver,부산,2024-01-11,High,647,0
175,임지유,M,56,Silver,전라,2023-09-30,High,704,0
176,장선우,M,44,Bronze,서울,2023-07-25,Medium,592,0
177,오민준,F,24,Silver,경상,2023-09-07,Medium,618,0
178,김지유,F,61,Gold,제주,2023-11-03,Medium,645,0
179,한서윤,M,24,Bronze,세종,2020-03-16,Medium,565,1
180,황지아,F,54,Silver,서울,2024-03-22,Medium,672,0
181,권서연,F,37,Gold,광주,2022-06-13,Low,671,0
182,박다은,F,43,Bronze,강원,2021-06-30,Low,450,0
183,이채원,M,54,Silver,경기,2020-06-12,Medium,652,0
184,박주원,F,48,VIP,광주,2023-06-13,Low,786,0
185,신서연,M,62,Bronze,광주,2022-11-16,Low,467,1
186,임주원,M,28,Gold,제주,2023-08-14,High,670,0
187,임서연,M,63,Silver,광주,2022-01-31,Medium,659,0
188,강시우,M,27,VIP,인천,2022-10-19,High,840,0
189,이시우,F,65,Silver,충청,2021-08-07,Medium,636,0
190,이주원,M,65,Silver,경기,2024-07-17,Medium,609,0
191,강지유,M,55,Silver,대구,2024-10-09,High,699,0
192,강선우,M,27,Bronze,제주,2020-10-11,Medium,509,0
193,강수빈,F,49,Bronze,강원,2020-09-22,Low,564,0
194,오다은,F,69,Silver,충청,2020-05-31,High,677,0
195,이주원,F,63,Silver,인천,2024-12-03,Low,529,0
196,박채원,M,27,Silver,대구,2020-12-03,High,673,0
197,최지유,F,25,Silver,전라,2023-02-02,Medium,600,1
198,한서윤,M,30,Bronze,경상,2023-05-24,Medium,530,0
199,김민준,M,22,Bronze,제주,2023-03-27,Medium,552,0
200,김다은,F,61,Bronze,세종,2021-05-16,Low,560,0
201,정주원,M,64,Gold,세종,2022-05-01,Medium,725,0
202,오도윤,F,45,Gold,광주,2022-11-20,Medium,787,0
203,윤하은,F,48,Gold,경기,2020-04-13,High,743,0
204,권서윤,F,56,Bronze,부산,2024-04-11,Medium,606,0
205,윤다은,F,51,VIP,대전,2022-11-01,High,858,0
206,정다은,F,38,Silver,경기,2022-06-01,High,767,0
207,강예준,F,22,Silver,충청,2023-02-24,High,645,0
208,신수빈,F,59,Bronze,경기,2020-09-20,Low,504,0
209,신도윤,F,68,Gold,충청,2022-11-08,Medium,690,0
210,신다은,F,29,Bronze,강원,2020-10-13,Medium,572,0
211,박예준,F,57,Silver,강원,2022-12-26,Medium,598,1
212,강하은,F,57,Silver,경상,2024-11-21,Medium,622,1
213,윤시우,M,66,Gold,세종,2020-12-15,Medium,667,0
214,권수아,M,56,Bronze,경기,2021-01-25,High,552,0
215,박채원,M,46,Silver,충청,2022-08-23,Low,603,0
216,최수빈,F,62,Silver,대전,2021-10-04,Low,565,0
217,장도윤,F,63,Bronze,경상,2023-10-26,Low,490,1
218,최시우,F,34,Bronze,대구,2024-04-28,Medium,518,1
219,오다은,F,50,Silver,제주,2024-01-17,Medium,708,0
220,조지유,M,38,VIP,경상,2020-06-10,High,896,0
221,정다은,M,32,Bronze,대구,2023-02-25,Low,545,0
222,최서연,M,60,Gold,경기,2022-04-26,High,802,0
223,한지우,M,55,Bronze,인천,2022-04-13,Low,568,0
224,신지아,F,38,Bronze,제주,2020-07-02,Low,504,1
225,오서연,M,46,Bronze,인천,2020-03-15,Low,497,0
226,권지아,M,20,Silver,충청,2020-08-07,Low,578,0
227,윤수빈,F,28,Bronze,세종,2021-07-12,Medium,588,0
228,정서윤,M,67,Silver,대구,2023-03-08,Medium,625,0
229,임예준,F,52,Silver,대전,2023-10-02,High,760,0
230,김시우,F,35,Silver,대구,2021-11-06,Medium,659,0
231,김시우,F,64,Gold,전라,2020-08-30,Medium,742,0
232,황지아,M,60,Bronze,대구,2022-01-22,Low,561,0
233,박다은,M,49,Bronze,충청,2022-02-04,Medium,552,0
234,한우진,M,63,Bronze,제주,2020-06-16,Low,496,0
235,강지호,M,23,Bronze,강원,2021-02-18,Low,500,0
236,이우진,F,25,Bronze,세종,2024-07-14,High,648,1
237,조주원,M,55,Silver,제주,2021-09-23,Low,546,0
238,임지호,M,47,Silver,경기,2023-01-13,Low,649,0
239,이다은,M,38,Silver,제주,2020-10-04,Low,662,0
240,황예준,F,44,Silver,전라,2023-09-17,Low,597,1
241,권지유,M,31,Bronze,대전,2022-12-19,Medium,645,0
242,정주원,F,54,Silver,부산,2021-05-21,Medium,654,0
243,최하은,M,62,Silver,제주,2024-12-14,Low,580,0
244,윤은서,M,35,Bronze,대전,2022-06-17,Medium,609,0
245,권서연,M,52,Bronze,부산,2024-07-28,Low,488,0
246,권도윤,M,39,Bronze,전라,2022-12-03,Medium,570,0
247,김수빈,M,60,Bronze,강원,2022-10-12,High,587,0
248,장도윤,F,46,Gold,대전,2021-01-11,Medium,782,0
249,권수아,F,65,Gold,세종,2020-04-28,Medium,730,0
250,최시우,M,41,Bronze,세종,2024-09-30,Medium,584,0
251,권우진,M,37,Silver,충청,2023-05-19,High,779,0
252,한수빈,M,50,Gold,광주,2021-09-12,Low,706,1
253,황우진,M,67,Bronze,세종,2021-05-11,Low,468,1
254,강지아,F,49,Silver,광주,2021-09-23,Medium,626,0
255,윤주원,M,66,Silver,광주,2021-02-20,Medium,565,0
256,박민준,F,55,Bronze,충청,2024-01-14,Medium,621,1
257,강수아,F,56,Bronze,세종,2023-02-01,Low,497,0
258,오다은,F,30,Bronze,광주,2020-12-12,Medium,541,0
259,박수빈,M,53,VIP,경기,2024-08-02,High,858,0
260,최지호,M,20,Gold,세종,2022-02-03,High,688,0
261,황은서,F,62,Silver,서울,2022-12-25,Medium,688,0
262,정민준,F,31,Gold,경기,2022-12-09,High,763,0
263,장시우,F,37,Bronze,경기,2022-02-03,Low,506,0
264,정지호,M,25,Silver,대전,2023-02-05,Medium,647,0
265,오서윤,M,51,Bronze,전라,2024-05-25,Medium,701,0
266,황서연,M,33,Bronze,경상,2024-12-22,Low,494,1
267,황지호,F,54,Silver,서울,2021-01-02,Low,564,0
268,신예준,M,39,Gold,부산,2023-03-06,Medium,828,0
269,황수빈,F,44,Bronze,인천,2024-06-06,Low,527,0
270,김하은,F,34,Bronze,광주,2023-05-24,Low,463,0
271,조도윤,M,60,Silver,세종,2022-10-01,Medium,603,0
272,임예준,M,69,Bronze,제주,2021-05-19,Low,467,1
273,박예준,M,67,Silver,광주,2020-08-06,High,700,0
274,이지우,M,31,Silver,강원,2023-02-10,Medium,624,0
275,이지유,M,58,Silver,광주,2024-11-03,Medium,629,1
276,황수빈,M,56,Silver,전라,2022-02-18,High,728,0
277,정다은,M,24,Gold,대구,2022-05-12,High,737,0
278,오다은,M,49,Gold,대구,2020-01-14,Low,637,0
279,임예준,F,48,Silver,전라,2023-05-02,High,673,0
280,강서윤,F,40,Silver,경상,2023-07-20,Medium,752,0
281,최도윤,F,37,Bronze,대전,2022-01-17,Medium,545,0
282,한수빈,M,66,Silver,경상,2021-03-05,Medium,589,0
283,오지호,F,63,Silver,전라,2021-09-12,Medium,605,0
284,이주원,F,57,Silver,강원,2024-11-16,Medium,586,0
285,신지유,M,26,Bronze,전라,2023-09-23,Medium,562,0
286,한예준,F,47,Gold,경기,2021-06-13,High,775,0
287,장진우,M,48,Silver,세종,2024-04-30,Medium,656,0
288,윤하은,F,46,Bronze,경기,2020-08-25,Low,513,0
289,강지아,F,49,Bronze,강원,2022-09-16,Medium,647,0
290,이지아,M,65,Gold,광주,2023-08-20,High,766,0
291,황수아,M,55,Gold,강원,2022-05-23,Low,679,0
292,한채원,F,21,Bronze,부산,2022-07-09,Low,520,0
293,오우진,M,37,Bronze,제주,2024-06-18,High,710,0
294,강우진,F,27,Silver,세종,2022-12-16,Low,628,0
295,조은서,F,57,Gold,광주,2024-09-27,Medium,737,0
296,황은서,M,63,Gold,경기,2021-05-03,High,812,0
297,오지우,F,46,Silver,충청,2022-02-24,Medium,615,0
298,황서윤,M,51,Silver,인천,2021-10-06,Low,609,0
299,권지유,M,51,Gold,대전,2023-02-24,Medium,674,0
300,권주원,F,30,Gold,서울,2024-06-17,Medium,711,0
301,정수아,F,30,Bronze,충청,2024-02-29,Low,462,0
302,정수빈,F,54,Bronze,서울,2024-04-05,Low,536,0
303,조하은,M,39,Bronze,서울,2022-07-10,Medium,606,0
304,이수아,M,67,Silver,광주,2024-10-29,Low,537,0
305,박은서,M,33,Bronze,제주,2020-05-01,Low,457,1
306,오지아,F,56,Silver,강원,2023-10-23,Low,569,1
307,신채원,M,37,Bronze,인천,2023-12-07,Low,535,0
308,신예준,F,29,Silver,대구,2023-07-09,Medium,703,0
309,한지호,F,52,Bronze,경상,2024-12-01,Medium,628,1
310,신지호,F,60,Bronze,광주,2024-10-07,High,609,0
311,최채원,M,51,Silver,대구,2021-11-22,Medium,718,0
312,황서연,M,26,Bronze,세종,2020-02-03,Medium,627,0
313,윤주원,M,47,Gold,경상,2020-09-27,Low,648,0
314,이지유,F,25,Silver,전라,2020-12-04,High,767,0
315,오수아,F,61,Gold,경기,2020-01-03,High,807,0
316,윤민준,M,64,Silver,경기,2024-10-27,Medium,665,0
317,이수아,F,25,Bronze,경기,2020-07-30,Medium,585,0
318,신지우,M,24,Silver,서울,2023-06-03,Medium,595,0
319,오우진,M,46,Bronze,세종,2024-10-27,Medium,612,1
320,오예준,F,47,Silver,인천,2021-05-22,Medium,651,0
321,장은서,F,69,Bronze,서울,2024-10-02,Low,499,0
322,최예준,F,61,Gold,제주,2021-05-05,Medium,690,0
323,윤은서,M,53,Bronze,서울,2022-01-09,Low,588,0
324,강수빈,M,68,Silver,제주,2020-05-29,High,718,0
325,정우진,M,23,Bronze,대전,2022-11-03,Medium,524,0
326,조지호,M,37,Gold,경기,2022-11-13,Low,608,0
327,박수빈,F,45,Silver,제주,2024-09-05,Medium,643,0
328,권수아,M,35,Gold,대전,2020-08-25,Medium,708,0
329,정서윤,M,20,Bronze,경상,2020-01-24,Medium,586,0
330,오시우,M,43,Gold,제주,2024-11-23,High,770,0
331,신민준,F,47,Silver,경기,2021-06-22,Low,590,0
332,강서연,F,56,Gold,인천,2021-06-06,Medium,702,0
333,한하은,M,67,Silver,서울,2024-10-24,Low,551,0
334,박서윤,M,55,Bronze,경상,2024-02-25,Low,580,1
335,최채원,F,37,Bronze,충청,2022-02-02,Medium,588,0
336,장서연,F,24,Bronze,대구,2024-05-03,Low,468,1
337,장주원,M,43,Gold,충청,2024-05-25,High,752,0
338,윤우진,M,29,VIP,대전,2020-02-18,High,798,0
339,권민준,F,20,Bronze,대전,2024-10-04,Low,470,0
340,조다은,M,29,Bronze,경기,2020-03-30,Low,535,0
341,장채원,F,49,Bronze,경기,2023-04-04,High,694,1
342,임서연,F,62,Bronze,부산,2021-08-20,Medium,625,0
343,신예준,F,40,Silver,부산,2020-06-01,Low,650,0
344,이서윤,F,49,Silver,경기,2023-01-02,Medium,716,0
345,윤지아,F,36,Bronze,경기,2020-11-18,Low,514,0
346,최도윤,M,25,Bronze,광주,2022-03-22,Low,568,0
347,정서윤,M,45,Bronze,강원,2024-03-12,Low,550,0
348,이민준,M,69,Bronze,인천,2021-02-09,Low,490,0
349,한지호,F,24,VIP,경기,2021-02-08,Medium,730,0
350,권도윤,M,22,Bronze,서울,2020-12-10,Low,487,0
351,오예준,F,21,Silver,대전,2020-12-19,Medium,636,0
352,박서연,M,61,Silver,대전,2024-12-12,Medium,622,1
353,정예준,M,46,Gold,제주,2022-12-12,High,835,0
354,조지유,F,54,Bronze,광주,2023-03-04,Low,533,0
355,박민준,F,58,Gold,제주,2024-05-13,High,776,0
356,임수아,M,26,Gold,부산,2021-06-29,Medium,667,0
357,오서연,M,56,Bronze,제주,2022-03-06,Medium,611,0
358,임도윤,F,57,VIP,경상,2021-12-21,Medium,714,0
359,임우진,F,54,Silver,세종,2020-03-18,High,718,0
360,김도윤,M,28,Silver,인천,2024-07-01,Low,607,0
361,김지우,M,69,Gold,강원,2024-10-28,High,786,0
362,임하은,F,39,Silver,인천,2024-02-08,Low,632,0
363,윤도윤,M,65,Bronze,경상,2024-12-26,Low,486,0
364,박예준,F,66,Bronze,인천,2020-12-29,Low,452,0
365,임예준,M,31,Bronze,제주,2023-06-06,Medium,483,1
366,오지호,M,42,Bronze,인천,2023-07-26,Low,497,1
367,오도윤,F,20,Silver,부산,2023-11-20,High,659,1
368,조주원,F,30,Bronze,세종,2024-12-10,Medium,589,0
369,이다은,M,30,Silver,제주,2024-09-28,High,720,0
370,강서윤,F,30,Bronze,강원,2020-07-09,Medium,573,0
371,황다은,M,47,Bronze,인천,2023-05-28,Low,545,1
372,최채원,F,62,Silver,부산,2020-07-15,High,705,0
373,권다은,M,23,Silver,대전,2020-06-28,Medium,581,0
374,김우진,M,60,Silver,경기,2022-08-27,Low,533,0
375,조다은,F,62,Silver,전라,2023-01-19,Medium,612,0
376,김시우,F,49,Silver,대구,2023-03-01,High,743,0
377,한하은,M,62,Silver,강원,2022-04-27,Low,537,0
378,권선우,F,54,Bronze,세종,2023-03-18,Low,507,0
379,이예준,M,52,Silver,강원,2024-06-27,Medium,687,0
380,윤서윤,M,33,Bronze,인천,2020-03-28,Medium,567,0
381,조우진,M,58,Silver,경상,2024-07-11,High,659,0
382,정선우,F,20,Bronze,충청,2023-04-18,Low,506,0
383,조지우,M,56,Silver,제주,2020-07-24,Low,562,0
384,장지유,F,36,Silver,세종,2023-03-17,Medium,657,1
385,정예준,M,59,Bronze,경상,2022-04-02,High,647,0
386,오다은,F,43,VIP,제주,2021-09-12,High,832,0
387,권하은,M,28,Silver,경상,2022-06-26,Low,552,0
388,이우진,F,33,Bronze,대전,2024-02-26,Low,568,0
389,강서연,M,24,Silver,강원,2022-04-06,High,708,1
390,최우진,M,35,VIP,서울,2022-01-08,Medium,738,0
391,권주원,F,60,Bronze,전라,2020-03-03,Medium,526,0
392,윤진우,F,42,Gold,대구,2024-03-13,Medium,738,0
393,김예준,M,30,Bronze,제주,2021-03-14,Low,473,1
394,조선우,M,69,Bronze,전라,2020-01-19,Low,431,1
395,박은서,M,34,Silver,제주,2021-09-17,Low,571,0
396,권지유,F,36,Gold,대구,2023-10-18,Medium,703,0
397,임하은,M,52,Bronze,광주,2023-02-23,Low,508,1
398,이도윤,F,60,Silver,대구,2021-06-18,Medium,618,0
399,한지아,M,29,Silver,부산,2020-04-26,Low,597,0
400,한지우,M,61,Silver,대구,2021-06-15,Low,528,0
401,오서연,M,41,Bronze,부산,2023-11-06,Low,553,0
402,장지아,M,62,Bronze,인천,2021-08-24,High,534,1
403,정수빈,M,63,Bronze,전라,2020-07-01,Medium,583,0
404,황도윤,F,36,Silver,세종,2024-10-09,High,794,0
405,한진우,M,50,Bronze,강원,2020-09-02,Low,510,1
406,권지우,M,32,Silver,충청,2022-07-26,High,712,0
407,박지호,F,41,Bronze,인천,2021-10-03,Low,566,0
408,박진우,M,51,Bronze,제주,2020-06-29,Medium,595,0
409,조예준,F,50,Silver,서울,2022-12-29,High,710,0
410,권선우,M,21,Bronze,전라,2024-02-11,Medium,544,0
411,강지아,M,26,Silver,충청,2021-09-18,High,705,0
412,오선우,F,47,Bronze,인천,2021-12-02,Low,504,0
413,신우진,M,45,VIP,부산,2024-01-29,Low,747,0
414,이지유,M,44,Bronze,대구,2024-04-28,Low,543,1
415,김하은,M,23,Bronze,대전,2022-06-28,Medium,496,1
416,오민준,F,46,Bronze,전라,2022-12-01,Medium,581,0
417,박채원,M,52,Bronze,경기,2021-08-01,Medium,615,0
418,정선우,M,42,Bronze,대구,2020-11-24,High,661,0
419,최다은,F,35,VIP,전라,2020-07-01,Medium,835,0
420,이선우,M,66,Bronze,대구,2023-08-12,Medium,488,0
421,정시우,F,23,Gold,인천,2024-11-25,High,711,0
422,오하은,M,68,Bronze,서울,2024-10-10,Medium,609,0
423,강지유,F,59,Silver,경상,2020-07-09,Medium,629,0
424,윤시우,F,64,Bronze,제주,2022-05-13,Low,526,0
425,이지우,M,30,Gold,충청,2022-09-15,Medium,698,0
426,강은서,M,63,Bronze,경상,2024-12-31,Medium,547,0
427,이채원,F,22,Gold,전라,2021-10-05,High,763,0
428,오진우,M,62,Bronze,강원,2022-12-07,Low,474,0
429,조수아,F,42,Bronze,전라,2022-02-27,Medium,633,0
430,김서윤,F,51,Bronze,경기,2024-03-18,Low,460,1
431,정서연,M,55,Bronze,대전,2024-07-31,Medium,525,0
432,권다은,F,40,Gold,세종,2024-03-06,Medium,753,0
433,조서연,M,25,Bronze,충청,2023-07-29,Medium,542,0
434,강지유,M,34,Bronze,광주,2023-02-21,Low,508,0
435,오지유,F,27,Gold,전라,2021-03-30,High,725,0
436,장선우,F,64,Gold,인천,2022-10-05,High,804,0
437,오채원,M,36,Bronze,부산,2020-09-04,Low,500,0
